Number of OTUs	Number of Clustered Sequences	Number of Replicates	Total Number of Sequences	Sample Name	Path
3	5	11	19	OSD31_6_14_PH	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group III;
2	0	0	2	OSD31_6_14_PH	Archaea;Thaumarchaeota;Marine Group I;
5	16	24	45	OSD31_6_14_PH	Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopelagicus;
3	6	5	14	OSD31_6_14_PH	Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopumilus;
1	0	1	2	OSD31_6_14_PH	Archaea;Woesearchaeota (DHVEG-6);
1	0	0	1	OSD31_6_14_PH	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;
5	8	6	19	OSD31_6_14_PH	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured;
206	533	982	1721	OSD31_6_14_PH	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;Candidatus Actinomarina;
74	153	216	443	OSD31_6_14_PH	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
1	0	0	1	OSD31_6_14_PH	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;
1	0	0	1	OSD31_6_14_PH	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Lysinimonas;
1	0	0	1	OSD31_6_14_PH	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;ML602J-51;
1	0	0	1	OSD31_6_14_PH	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Bacteroidetes Incertae Sedis;Order III;Unknown Family;Balneola;
2	3	2	7	OSD31_6_14_PH	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fabibacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix;
22	66	68	156	OSD31_6_14_PH	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Marinoscillum;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Reichenbachiella;
11	13	3	27	OSD31_6_14_PH	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;
7	4	4	15	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;
26	17	20	63	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola;
4	3	2	9	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;NS10 marine group;
8	8	3	19	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Salinirepens;
73	123	140	336	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;uncultured;
2	1	0	3	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Actibacter;
2	2	0	4	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aquibacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureisphaera;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureitalea;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Croceibacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia;
5	4	2	11	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavicella;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
7	17	18	42	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;
4	3	1	8	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gilvibacter;
3	2	0	5	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lacinutrix;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter;
76	197	325	598	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS2b marine group;
154	362	380	896	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS4 marine group;
167	499	685	1351	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;
2	2	1	5	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Olleya;
5	0	0	5	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4;
9	4	1	14	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Pseudofulvibacter;
1	0	1	2	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;
1	2	0	3	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroserpens;
2	0	1	3	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Spongiimonas;
27	38	34	99	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;
12	2	6	20	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;uncultured;
7	2	0	9	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
19	24	28	71	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS7 marine group;
236	361	411	1008	OSD31_6_14_PH	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Ferruginibacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Parafilimonas;
3	1	0	4	OSD31_6_14_PH	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Lewinella;
1	0	0	1	OSD31_6_14_PH	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Phaeodactylibacter;
2	0	1	3	OSD31_6_14_PH	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;Rubidimonas;
20	31	36	87	OSD31_6_14_PH	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
2	0	0	2	OSD31_6_14_PH	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Fritschea;
1	1	0	2	OSD31_6_14_PH	Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;
15	6	7	28	OSD31_6_14_PH	Bacteria;Chloroflexi;SAR202 clade;
399	698	628	1725	OSD31_6_14_PH	Bacteria;Cyanobacteria;Chloroplast;
124	165	83	372	OSD31_6_14_PH	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Prochlorococcus;
186	819	2157	3162	OSD31_6_14_PH	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;
1	0	0	1	OSD31_6_14_PH	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Planktothricoides;
1	0	0	1	OSD31_6_14_PH	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Trichodesmium;
1	0	0	1	OSD31_6_14_PH	Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;
1	0	0	1	OSD31_6_14_PH	Bacteria;Cyanobacteria;ML635J-21;
2	0	0	2	OSD31_6_14_PH	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;
2	1	0	3	OSD31_6_14_PH	Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured;
1	0	0	1	OSD31_6_14_PH	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;
1	0	0	1	OSD31_6_14_PH	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
1	0	0	1	OSD31_6_14_PH	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
1	0	0	1	OSD31_6_14_PH	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;
1	2	0	3	OSD31_6_14_PH	Bacteria;Gemmatimonadetes;BD2-11 terrestrial group;
1	0	0	1	OSD31_6_14_PH	Bacteria;Gracilibacteria;
3	1	0	4	OSD31_6_14_PH	Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera;
1	0	0	1	OSD31_6_14_PH	Bacteria;Lentisphaerae;Oligosphaeria;SS1-B-02-17;
146	335	388	869	OSD31_6_14_PH	Bacteria;Marinimicrobia (SAR406 clade);
2	0	0	2	OSD31_6_14_PH	Bacteria;Parcubacteria;
1	0	0	1	OSD31_6_14_PH	Bacteria;PAUC34f;
1	0	0	1	OSD31_6_14_PH	Bacteria;Planctomycetes;BD7-11;
2	0	0	2	OSD31_6_14_PH	Bacteria;Planctomycetes;OM190;
11	2	3	16	OSD31_6_14_PH	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;
3	4	2	9	OSD31_6_14_PH	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group;
2	4	5	11	OSD31_6_14_PH	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
1	0	1	2	OSD31_6_14_PH	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
2	0	0	2	OSD31_6_14_PH	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;
2	0	0	2	OSD31_6_14_PH	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rubripirellula;
1	0	0	1	OSD31_6_14_PH	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;
2	1	1	4	OSD31_6_14_PH	Bacteria;Proteobacteria;AEGEAN-245;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;uncultured;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
1	1	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia;
2	2	0	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis;
2	1	0	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;
8	4	5	17	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum;
3	0	0	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
2	1	0	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;OCS116 clade;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Ahrensia;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudahrensia;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;uncultured;
62	144	171	377	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;PS1 clade;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;
4	1	0	5	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans;
2	7	4	13	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;
1	1	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Epibacterium;
4	0	0	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;
1	9	6	16	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;
1	0	1	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktomarina;
1	1	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;
2	1	8	11	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax;
9	4	0	13	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;
2	1	0	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;
7	2	0	9	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sediminimonas;
1	0	1	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicibacter;
211	614	800	1625	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
4	0	0	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AT-s3-44;
105	251	266	622	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;
5	6	6	17	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;OM75 clade;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;
43	59	49	151	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillales Incertae Sedis;Reyranella;
2	1	0	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Holosporaceae;uncultured;
2	0	1	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;LWSR-14;
6	0	0	6	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;MD3-55;
22	24	20	66	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;
1	1	2	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis;Candidatus Hepatincola;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis;uncultured;
57	85	44	186	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;
155	219	221	595	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;
2	32	15	49	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum;
13	22	41	76	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Chesapeake-Delaware Bay;
8	0	0	8	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1;
101	247	271	619	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;
12	30	3	45	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 2;
2	2	0	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 3;
31	38	32	101	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;
9	9	9	27	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;
2	1	1	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;
2	1	3	6	OSD31_6_14_PH	Bacteria;Proteobacteria;ARKICE-90;
5	6	2	13	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;MWH-UniP1 aquatic group;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Paraburkholderia;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;
5	5	4	14	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;
3	3	0	6	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured;
8	1	1	10	OSD31_6_14_PH	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Halobacteriovorax;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;
1	1	3	5	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;
25	8	1	34	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
7	2	2	11	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;
2	0	1	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;H16;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;
5	0	5	10	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;
3	1	0	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured;
5	2	14	21	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Pseudobacteriovorax;
19	24	31	74	OSD31_6_14_PH	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
2	1	3	6	OSD31_6_14_PH	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurovum;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;
2	1	0	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;uncultured;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;
4	1	0	5	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agaribacter;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;
3	0	1	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;
4	1	2	7	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;
1	4	2	7	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;uncultured;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Celerinatantimonadaceae;Celerinatantimonas;
7	3	5	15	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;
9	6	6	21	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
1	0	0	1	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;uncultured;
2	0	3	5	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;
3	0	0	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;
5	4	1	10	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;
2	0	0	2	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia;
1	1	1	3	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;
3	1	0	4	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured;
7	3	1	11	OSD31_6_14_PH	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea;
